"Route","Departing_Port","Arriving_Port","Airline","Month","Year","Month_Number","Month_Name","Analysis_Level","Sectors_Scheduled","Sectors_Flown","Cancellations","Departures_On_Time","Arrivals_On_Time","Departures_Delayed","Arrivals_Delayed","OnTime_Departures_Percent","OnTime_Arrivals_Percent","Cancellations_Percent"
"Brisbane-Townsville","Brisbane","Townsville","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",48,47,1,42,41,5,6,89.3617021276596,87.2340425531915,2.08333333333333
"Cairns-Brisbane","Cairns","Brisbane","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",104,104,0,85,90,19,14,81.7307692307692,86.5384615384615,0
"Cairns-Melbourne","Cairns","Melbourne","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",113,113,0,79,75,34,38,69.9115044247788,66.3716814159292,0
"Cairns-Sydney","Cairns","Sydney","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",104,104,0,94,95,10,9,90.3846153846154,91.3461538461538,0
"Darwin-Brisbane","Darwin","Brisbane","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,27,31,4,0,87.0967741935484,100,0
"Darwin-Melbourne","Darwin","Melbourne","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,22,26,9,5,70.9677419354839,83.8709677419355,0
"Darwin-Sydney","Darwin","Sydney","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,29,2,23,28,6,1,79.3103448275862,96.551724137931,6.45161290322581
"Gold Coast-Adelaide","Gold Coast","Adelaide","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",34,34,0,27,28,7,6,79.4117647058823,82.3529411764706,0
"Gold Coast-Melbourne","Gold Coast","Melbourne","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",198,196,2,157,176,39,20,80.1020408163265,89.7959183673469,1.01010101010101
"Gold Coast-Sydney","Gold Coast","Sydney","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",249,248,1,224,229,24,19,90.3225806451613,92.3387096774193,0.401606425702811
"Hamilton Island-Sydney","Hamilton Island","Sydney","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,18,22,13,9,58.0645161290323,70.9677419354839,0
"Hobart-Brisbane","Hobart","Brisbane","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",25,25,0,23,24,2,1,92,96,0
"Hobart-Melbourne","Hobart","Melbourne","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",160,158,2,113,113,45,45,71.5189873417722,71.5189873417722,1.25
"Hobart-Sydney","Hobart","Sydney","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",56,56,0,39,46,17,10,69.6428571428571,82.1428571428571,0
"Launceston-Melbourne","Launceston","Melbourne","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",92,92,0,67,71,25,21,72.8260869565217,77.1739130434783,0
"Launceston-Sydney","Launceston","Sydney","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,26,27,5,4,83.8709677419355,87.0967741935484,0
"Mackay-Brisbane","Mackay","Brisbane","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",49,49,0,40,41,9,8,81.6326530612245,83.6734693877551,0
"Melbourne-Adelaide","Melbourne","Adelaide","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",105,103,2,75,67,28,36,72.8155339805825,65.0485436893204,1.9047619047619
"Melbourne-Brisbane","Melbourne","Brisbane","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",111,104,7,75,79,29,25,72.1153846153846,75.9615384615385,6.30630630630631
"Melbourne-Cairns","Melbourne","Cairns","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",112,112,0,68,73,44,39,60.7142857142857,65.1785714285714,0
"Melbourne-Darwin","Melbourne","Darwin","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,26,26,5,5,83.8709677419355,83.8709677419355,0
"Melbourne-Gold Coast","Melbourne","Gold Coast","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",198,196,2,166,165,30,31,84.6938775510204,84.1836734693878,1.01010101010101
"Melbourne-Hobart","Melbourne","Hobart","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",160,159,1,128,130,31,29,80.5031446540881,81.7610062893082,0.625
"Melbourne-Launceston","Melbourne","Launceston","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",92,92,0,73,75,19,17,79.3478260869565,81.5217391304348,0
"Melbourne-Newcastle","Melbourne","Newcastle","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",108,107,1,87,93,20,14,81.3084112149533,86.9158878504673,0.925925925925926
"Melbourne-Perth","Melbourne","Perth","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",43,43,0,33,33,10,10,76.7441860465116,76.7441860465116,0
"Melbourne-Sunshine Coast","Melbourne","Sunshine Coast","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",80,80,0,68,73,12,7,85,91.25,0
"Melbourne-Sydney","Melbourne","Sydney","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",351,331,20,253,264,78,67,76.4350453172205,79.7583081570997,5.6980056980057
"Newcastle-Brisbane","Newcastle","Brisbane","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",90,90,0,83,81,7,9,92.2222222222222,90,0
"Newcastle-Melbourne","Newcastle","Melbourne","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",108,107,1,98,91,9,16,91.588785046729,85.0467289719626,0.925925925925926
"Perth-Adelaide","Perth","Adelaide","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",27,26,1,16,23,10,3,61.5384615384615,88.4615384615385,3.7037037037037
"Perth-Melbourne","Perth","Melbourne","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",44,44,0,22,34,22,10,50,77.2727272727273,0
"Perth-Sydney","Perth","Sydney","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,30,1,14,27,16,3,46.6666666666667,90,3.2258064516129
"Proserpine-Brisbane","Proserpine","Brisbane","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,22,24,9,7,70.9677419354839,77.4193548387097,0
"Sunshine Coast-Melbourne","Sunshine Coast","Melbourne","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",80,80,0,58,61,22,19,72.5,76.25,0
"Sunshine Coast-Sydney","Sunshine Coast","Sydney","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",90,90,0,60,71,30,19,66.6666666666667,78.8888888888889,0
"Sydney-Adelaide","Sydney","Adelaide","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",77,75,2,57,62,18,13,76,82.6666666666667,2.5974025974026
"Sydney-Ayers Rock","Sydney","Ayers Rock","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,30,28,1,3,96.7741935483871,90.3225806451613,0
"Sydney-Ballina","Sydney","Ballina","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",73,73,0,64,63,9,10,87.6712328767123,86.3013698630137,0
"Sydney-Brisbane","Sydney","Brisbane","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",168,166,2,136,144,30,22,81.9277108433735,86.7469879518072,1.19047619047619
"Sydney-Cairns","Sydney","Cairns","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",104,104,0,84,89,20,15,80.7692307692308,85.5769230769231,0
"Sydney-Darwin","Sydney","Darwin","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,30,1,26,24,4,6,86.6666666666667,80,3.2258064516129
"Sydney-Gold Coast","Sydney","Gold Coast","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",249,249,0,220,224,29,25,88.3534136546185,89.9598393574297,0
"Sydney-Hamilton Island","Sydney","Hamilton Island","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,27,22,4,9,87.0967741935484,70.9677419354839,0
"Sydney-Hobart","Sydney","Hobart","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",56,56,0,40,44,16,12,71.4285714285714,78.5714285714286,0
"Sydney-Launceston","Sydney","Launceston","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,29,29,2,2,93.5483870967742,93.5483870967742,0
"Sydney-Melbourne","Sydney","Melbourne","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",351,331,20,261,263,70,68,78.8519637462236,79.4561933534743,5.6980056980057
"Sydney-Perth","Sydney","Perth","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,30,1,29,24,1,6,96.6666666666667,80,3.2258064516129
"Sydney-Sunshine Coast","Sydney","Sunshine Coast","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",90,90,0,71,78,19,12,78.8888888888889,86.6666666666667,0
"Sydney-Townsville","Sydney","Townsville","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,27,29,4,2,87.0967741935484,93.5483870967742,0
"Townsville-Brisbane","Townsville","Brisbane","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",48,46,2,37,39,9,7,80.4347826086957,84.7826086956522,4.16666666666667
"Townsville-Sydney","Townsville","Sydney","Jetstar",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,28,30,3,1,90.3225806451613,96.7741935483871,0
"All Ports-All Ports","All Ports","All Ports","Jetstar",2016-08-01,2016,8,"Aug","Airline",6786,6691,95,5379,5596,1312,1095,80.3915707667015,83.6347332237334,1.39994105511347
"Adelaide-Alice Springs","Adelaide","Alice Springs","Qantas",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,29,28,2,3,93.5483870967742,90.3225806451613,0
"Adelaide-Brisbane","Adelaide","Brisbane","Qantas",2016-08-01,2016,8,"Aug","Airline Route",124,124,0,121,120,3,4,97.5806451612903,96.7741935483871,0
"Adelaide-Canberra","Adelaide","Canberra","Qantas",2016-08-01,2016,8,"Aug","Airline Route",50,50,0,47,49,3,1,94,98,0
"Adelaide-Melbourne","Adelaide","Melbourne","Qantas",2016-08-01,2016,8,"Aug","Airline Route",293,293,0,277,274,16,19,94.5392491467577,93.5153583617747,0
"Adelaide-Perth","Adelaide","Perth","Qantas",2016-08-01,2016,8,"Aug","Airline Route",124,124,0,121,112,3,12,97.5806451612903,90.3225806451613,0
"Adelaide-Sydney","Adelaide","Sydney","Qantas",2016-08-01,2016,8,"Aug","Airline Route",237,237,0,226,221,11,16,95.3586497890295,93.2489451476793,0
"Alice Springs-Adelaide","Alice Springs","Adelaide","Qantas",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,25,28,6,3,80.6451612903226,90.3225806451613,0
"Brisbane-Adelaide","Brisbane","Adelaide","Qantas",2016-08-01,2016,8,"Aug","Airline Route",124,124,0,119,120,5,4,95.9677419354839,96.7741935483871,0
"Brisbane-Cairns","Brisbane","Cairns","Qantas",2016-08-01,2016,8,"Aug","Airline Route",129,129,0,115,113,14,16,89.1472868217054,87.5968992248062,0
"Brisbane-Canberra","Brisbane","Canberra","Qantas",2016-08-01,2016,8,"Aug","Airline Route",27,27,0,26,26,1,1,96.2962962962963,96.2962962962963,0
"Brisbane-Darwin","Brisbane","Darwin","Qantas",2016-08-01,2016,8,"Aug","Airline Route",50,50,0,48,47,2,3,96,94,0
"Brisbane-Melbourne","Brisbane","Melbourne","Qantas",2016-08-01,2016,8,"Aug","Airline Route",435,432,3,393,389,39,43,90.9722222222222,90.0462962962963,0.689655172413793
"Brisbane-Mount Isa","Brisbane","Mount Isa","Qantas",2016-08-01,2016,8,"Aug","Airline Route",27,27,0,27,24,0,3,100,88.8888888888889,0
"Brisbane-Perth","Brisbane","Perth","Qantas",2016-08-01,2016,8,"Aug","Airline Route",136,135,1,121,112,14,23,89.6296296296296,82.962962962963,0.735294117647059
"Brisbane-Sydney","Brisbane","Sydney","Qantas",2016-08-01,2016,8,"Aug","Airline Route",628,624,4,571,566,53,58,91.5064102564102,90.7051282051282,0.636942675159236
"Brisbane-Townsville","Brisbane","Townsville","Qantas",2016-08-01,2016,8,"Aug","Airline Route",93,93,0,83,84,10,9,89.247311827957,90.3225806451613,0
"Broome-Perth","Broome","Perth","Qantas",2016-08-01,2016,8,"Aug","Airline Route",27,27,0,23,22,4,5,85.1851851851852,81.4814814814815,0
"Cairns-Brisbane","Cairns","Brisbane","Qantas",2016-08-01,2016,8,"Aug","Airline Route",129,129,0,119,114,10,15,92.2480620155039,88.3720930232558,0
"Cairns-Melbourne","Cairns","Melbourne","Qantas",2016-08-01,2016,8,"Aug","Airline Route",49,49,0,36,32,13,17,73.469387755102,65.3061224489796,0
"Cairns-Sydney","Cairns","Sydney","Qantas",2016-08-01,2016,8,"Aug","Airline Route",83,83,0,67,64,16,19,80.7228915662651,77.1084337349398,0
"Canberra-Adelaide","Canberra","Adelaide","Qantas",2016-08-01,2016,8,"Aug","Airline Route",50,50,0,48,48,2,2,96,96,0
"Canberra-Brisbane","Canberra","Brisbane","Qantas",2016-08-01,2016,8,"Aug","Airline Route",27,27,0,26,26,1,1,96.2962962962963,96.2962962962963,0
"Canberra-Melbourne","Canberra","Melbourne","Qantas",2016-08-01,2016,8,"Aug","Airline Route",211,209,2,202,203,7,6,96.6507177033493,97.1291866028708,0.947867298578199
"Darwin-Brisbane","Darwin","Brisbane","Qantas",2016-08-01,2016,8,"Aug","Airline Route",50,50,0,43,44,7,6,86,88,0
"Darwin-Melbourne","Darwin","Melbourne","Qantas",2016-08-01,2016,8,"Aug","Airline Route",40,40,0,32,31,8,9,80,77.5,0
"Darwin-Perth","Darwin","Perth","Qantas",2016-08-01,2016,8,"Aug","Airline Route",40,40,0,38,37,2,3,95,92.5,0
"Darwin-Sydney","Darwin","Sydney","Qantas",2016-08-01,2016,8,"Aug","Airline Route",53,53,0,38,42,15,11,71.6981132075472,79.2452830188679,0
"Gold Coast-Melbourne","Gold Coast","Melbourne","Qantas",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,27,27,4,4,87.0967741935484,87.0967741935484,0
"Gold Coast-Sydney","Gold Coast","Sydney","Qantas",2016-08-01,2016,8,"Aug","Airline Route",92,92,0,84,87,8,5,91.304347826087,94.5652173913043,0
"Hamilton Island-Melbourne","Hamilton Island","Melbourne","Qantas",2016-08-01,2016,8,"Aug","Airline Route",12,12,0,10,11,2,1,83.3333333333333,91.6666666666667,0
"Hamilton Island-Sydney","Hamilton Island","Sydney","Qantas",2016-08-01,2016,8,"Aug","Airline Route",10,10,0,7,8,3,2,70,80,0
"Kalgoorlie-Perth","Kalgoorlie","Perth","Qantas",2016-08-01,2016,8,"Aug","Airline Route",8,8,0,6,7,2,1,75,87.5,0
"Karratha-Perth","Karratha","Perth","Qantas",2016-08-01,2016,8,"Aug","Airline Route",40,39,1,37,37,2,2,94.8717948717949,94.8717948717949,2.5
"Melbourne-Adelaide","Melbourne","Adelaide","Qantas",2016-08-01,2016,8,"Aug","Airline Route",293,293,0,267,262,26,31,91.1262798634812,89.419795221843,0
"Melbourne-Brisbane","Melbourne","Brisbane","Qantas",2016-08-01,2016,8,"Aug","Airline Route",435,431,4,394,399,37,32,91.415313225058,92.5754060324826,0.919540229885057
"Melbourne-Cairns","Melbourne","Cairns","Qantas",2016-08-01,2016,8,"Aug","Airline Route",49,49,0,38,41,11,8,77.5510204081633,83.6734693877551,0
"Melbourne-Canberra","Melbourne","Canberra","Qantas",2016-08-01,2016,8,"Aug","Airline Route",211,209,2,198,199,11,10,94.7368421052632,95.2153110047847,0.947867298578199
"Melbourne-Darwin","Melbourne","Darwin","Qantas",2016-08-01,2016,8,"Aug","Airline Route",40,40,0,38,35,2,5,95,87.5,0
"Melbourne-Gold Coast","Melbourne","Gold Coast","Qantas",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,28,28,3,3,90.3225806451613,90.3225806451613,0
"Melbourne-Hamilton Island","Melbourne","Hamilton Island","Qantas",2016-08-01,2016,8,"Aug","Airline Route",12,12,0,11,12,1,0,91.6666666666667,100,0
"Melbourne-Perth","Melbourne","Perth","Qantas",2016-08-01,2016,8,"Aug","Airline Route",201,201,0,167,159,34,42,83.0845771144279,79.1044776119403,0
"Melbourne-Sydney","Melbourne","Sydney","Qantas",2016-08-01,2016,8,"Aug","Airline Route",1030,992,38,884,870,108,122,89.1129032258064,87.7016129032258,3.68932038834951
"Mount Isa-Brisbane","Mount Isa","Brisbane","Qantas",2016-08-01,2016,8,"Aug","Airline Route",27,27,0,25,27,2,0,92.5925925925926,100,0
"Newman-Perth","Newman","Perth","Qantas",2016-08-01,2016,8,"Aug","Airline Route",81,80,1,76,74,4,6,95,92.5,1.23456790123457
"Perth-Adelaide","Perth","Adelaide","Qantas",2016-08-01,2016,8,"Aug","Airline Route",128,128,0,116,121,12,7,90.625,94.53125,0
"Perth-Brisbane","Perth","Brisbane","Qantas",2016-08-01,2016,8,"Aug","Airline Route",135,135,0,125,127,10,8,92.5925925925926,94.0740740740741,0
"Perth-Broome","Perth","Broome","Qantas",2016-08-01,2016,8,"Aug","Airline Route",27,27,0,24,25,3,2,88.8888888888889,92.5925925925926,0
"Perth-Darwin","Perth","Darwin","Qantas",2016-08-01,2016,8,"Aug","Airline Route",40,40,0,38,39,2,1,95,97.5,0
"Perth-Kalgoorlie","Perth","Kalgoorlie","Qantas",2016-08-01,2016,8,"Aug","Airline Route",8,8,0,7,7,1,1,87.5,87.5,0
"Perth-Karratha","Perth","Karratha","Qantas",2016-08-01,2016,8,"Aug","Airline Route",40,40,0,39,37,1,3,97.5,92.5,0
"Perth-Melbourne","Perth","Melbourne","Qantas",2016-08-01,2016,8,"Aug","Airline Route",201,200,1,184,189,16,11,92,94.5,0.497512437810945
"Perth-Newman","Perth","Newman","Qantas",2016-08-01,2016,8,"Aug","Airline Route",81,80,1,76,76,4,4,95,95,1.23456790123457
"Perth-Port Hedland","Perth","Port Hedland","Qantas",2016-08-01,2016,8,"Aug","Airline Route",62,62,0,59,58,3,4,95.1612903225807,93.5483870967742,0
"Perth-Sydney","Perth","Sydney","Qantas",2016-08-01,2016,8,"Aug","Airline Route",208,207,1,170,187,37,20,82.1256038647343,90.3381642512077,0.480769230769231
"Port Hedland-Perth","Port Hedland","Perth","Qantas",2016-08-01,2016,8,"Aug","Airline Route",62,62,0,60,62,2,0,96.7741935483871,100,0
"Sydney-Adelaide","Sydney","Adelaide","Qantas",2016-08-01,2016,8,"Aug","Airline Route",234,234,0,216,213,18,21,92.3076923076923,91.025641025641,0
"Sydney-Brisbane","Sydney","Brisbane","Qantas",2016-08-01,2016,8,"Aug","Airline Route",630,628,2,560,533,68,95,89.171974522293,84.8726114649681,0.317460317460317
"Sydney-Cairns","Sydney","Cairns","Qantas",2016-08-01,2016,8,"Aug","Airline Route",83,83,0,68,72,15,11,81.9277108433735,86.7469879518072,0
"Sydney-Darwin","Sydney","Darwin","Qantas",2016-08-01,2016,8,"Aug","Airline Route",53,53,0,44,44,9,9,83.0188679245283,83.0188679245283,0
"Sydney-Gold Coast","Sydney","Gold Coast","Qantas",2016-08-01,2016,8,"Aug","Airline Route",92,92,0,88,88,4,4,95.6521739130435,95.6521739130435,0
"Sydney-Hamilton Island","Sydney","Hamilton Island","Qantas",2016-08-01,2016,8,"Aug","Airline Route",10,10,0,6,8,4,2,60,80,0
"Sydney-Melbourne","Sydney","Melbourne","Qantas",2016-08-01,2016,8,"Aug","Airline Route",1030,988,42,900,856,88,132,91.0931174089069,86.6396761133603,4.07766990291262
"Sydney-Perth","Sydney","Perth","Qantas",2016-08-01,2016,8,"Aug","Airline Route",213,213,0,170,164,43,49,79.81220657277,76.9953051643192,0
"Townsville-Brisbane","Townsville","Brisbane","Qantas",2016-08-01,2016,8,"Aug","Airline Route",93,93,0,83,82,10,11,89.247311827957,88.1720430107527,0
"All Ports-All Ports","All Ports","All Ports","Qantas",2016-08-01,2016,8,"Aug","Airline",9640,9537,103,8609,8508,928,1029,90.2694767746671,89.210443535703,1.06846473029046
"Adelaide-Port Lincoln","Adelaide","Port Lincoln","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",110,109,1,107,106,2,3,98.1651376146789,97.2477064220184,0.909090909090909
"Adelaide-Sydney","Adelaide","Sydney","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",30,29,1,24,25,5,4,82.7586206896552,86.2068965517241,3.33333333333333
"Albury-Sydney","Albury","Sydney","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",111,111,0,90,85,21,26,81.0810810810811,76.5765765765766,0
"Alice Springs-Darwin","Alice Springs","Darwin","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",62,61,1,56,58,5,3,91.8032786885246,95.0819672131148,1.61290322580645
"Armidale-Sydney","Armidale","Sydney","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",118,114,4,89,89,25,25,78.0701754385965,78.0701754385965,3.38983050847458
"Brisbane-Bundaberg","Brisbane","Bundaberg","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",139,139,0,132,129,7,10,94.9640287769784,92.8057553956834,0
"Brisbane-Cairns","Brisbane","Cairns","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",8,8,0,6,5,2,3,75,62.5,0
"Brisbane-Canberra","Brisbane","Canberra","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",129,129,0,119,118,10,11,92.2480620155039,91.4728682170543,0
"Brisbane-Emerald","Brisbane","Emerald","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",143,142,1,131,123,11,19,92.2535211267606,86.6197183098592,0.699300699300699
"Brisbane-Gladstone","Brisbane","Gladstone","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",200,198,2,189,177,9,21,95.4545454545455,89.3939393939394,1
"Brisbane-Hamilton Island","Brisbane","Hamilton Island","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",29,29,0,26,23,3,6,89.6551724137931,79.3103448275862,0
"Brisbane-Mackay","Brisbane","Mackay","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",112,111,1,101,99,10,12,90.990990990991,89.1891891891892,0.892857142857143
"Brisbane-Moranbah","Brisbane","Moranbah","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",117,111,6,104,100,7,11,93.6936936936937,90.0900900900901,5.12820512820513
"Brisbane-Mount Isa","Brisbane","Mount Isa","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,27,27,4,4,87.0967741935484,87.0967741935484,0
"Brisbane-Newcastle","Brisbane","Newcastle","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",99,96,3,83,83,13,13,86.4583333333333,86.4583333333333,3.03030303030303
"Brisbane-Rockhampton","Brisbane","Rockhampton","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",196,196,0,175,169,21,27,89.2857142857143,86.2244897959184,0
"Brisbane-Townsville","Brisbane","Townsville","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",55,54,1,52,49,2,5,96.2962962962963,90.7407407407407,1.81818181818182
"Broome-Perth","Broome","Perth","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",57,56,1,50,50,6,6,89.2857142857143,89.2857142857143,1.75438596491228
"Bundaberg-Brisbane","Bundaberg","Brisbane","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",139,139,0,133,132,6,7,95.6834532374101,94.9640287769784,0
"Cairns-Brisbane","Cairns","Brisbane","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",8,8,0,5,5,3,3,62.5,62.5,0
"Cairns-Townsville","Cairns","Townsville","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",146,145,1,138,138,7,7,95.1724137931034,95.1724137931034,0.684931506849315
"Canberra-Brisbane","Canberra","Brisbane","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",129,128,1,113,112,15,16,88.28125,87.5,0.775193798449612
"Canberra-Melbourne","Canberra","Melbourne","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",81,78,3,69,67,9,11,88.4615384615385,85.8974358974359,3.7037037037037
"Canberra-Sydney","Canberra","Sydney","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",504,481,23,430,428,51,53,89.3970893970894,88.981288981289,4.56349206349206
"Coffs Harbour-Sydney","Coffs Harbour","Sydney","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",155,154,1,123,126,31,28,79.8701298701299,81.8181818181818,0.645161290322581
"Darwin-Alice Springs","Darwin","Alice Springs","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",62,61,1,60,54,1,7,98.3606557377049,88.5245901639344,1.61290322580645
"Dubbo-Sydney","Dubbo","Sydney","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",131,130,1,110,103,20,27,84.6153846153846,79.2307692307692,0.763358778625954
"Emerald-Brisbane","Emerald","Brisbane","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",142,140,2,122,129,18,11,87.1428571428571,92.1428571428571,1.40845070422535
"Geraldton-Perth","Geraldton","Perth","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",45,44,1,37,37,7,7,84.0909090909091,84.0909090909091,2.22222222222222
"Gladstone-Brisbane","Gladstone","Brisbane","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",200,198,2,176,185,22,13,88.8888888888889,93.4343434343434,1
"Gold Coast-Sydney","Gold Coast","Sydney","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",23,23,0,20,21,3,2,86.9565217391304,91.304347826087,0
"Hamilton Island-Brisbane","Hamilton Island","Brisbane","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",29,29,0,23,23,6,6,79.3103448275862,79.3103448275862,0
"Hamilton Island-Sydney","Hamilton Island","Sydney","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",19,19,0,13,13,6,6,68.4210526315789,68.4210526315789,0
"Hobart-Melbourne","Hobart","Melbourne","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",138,137,1,126,121,11,16,91.970802919708,88.3211678832117,0.72463768115942
"Hobart-Sydney","Hobart","Sydney","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",58,58,0,58,58,0,0,100,100,0
"Kalgoorlie-Perth","Kalgoorlie","Perth","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",79,78,1,66,65,12,13,84.6153846153846,83.3333333333333,1.26582278481013
"Karratha-Perth","Karratha","Perth","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",171,163,8,155,153,8,10,95.0920245398773,93.8650306748466,4.67836257309941
"Launceston-Melbourne","Launceston","Melbourne","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",120,115,5,106,107,9,8,92.1739130434783,93.0434782608696,4.16666666666667
"Mackay-Brisbane","Mackay","Brisbane","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",112,112,0,92,95,20,17,82.1428571428571,84.8214285714286,0
"Melbourne-Canberra","Melbourne","Canberra","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",81,78,3,66,63,12,15,84.6153846153846,80.7692307692308,3.7037037037037
"Melbourne-Hobart","Melbourne","Hobart","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",138,137,1,129,129,8,8,94.1605839416058,94.1605839416058,0.72463768115942
"Melbourne-Launceston","Melbourne","Launceston","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",120,117,3,111,108,6,9,94.8717948717949,92.3076923076923,2.5
"Melbourne-Mildura","Melbourne","Mildura","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",97,96,1,93,92,3,4,96.875,95.8333333333333,1.03092783505155
"Mildura-Melbourne","Mildura","Melbourne","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",97,96,1,93,94,3,2,96.875,97.9166666666667,1.03092783505155
"Moranbah-Brisbane","Moranbah","Brisbane","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",112,108,4,99,101,9,7,91.6666666666667,93.5185185185185,3.57142857142857
"Mount Isa-Brisbane","Mount Isa","Brisbane","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",31,31,0,28,27,3,4,90.3225806451613,87.0967741935484,0
